x,y,u,v,p
0.177734375,0.001953125,0.0017017826428875845,-3.6450024834898046e-05,1.9100217818726984e-05
0.181640625,0.001953125,0.0017931710796591492,-3.254994413836906e-05,1.2099769790053137e-05
0.185546875,0.001953125,0.0018542831657589556,-3.059961904867608e-05,4.734283978482549e-06
0.189453125,0.001953125,0.0019215451500044127,-2.830008049256822e-05,-2.8592573108155414e-06
0.193359375,0.001953125,0.00198417303924794,-2.6500004711651134e-05,-1.0679746379939046e-05
0.197265625,0.001953125,0.0020434117646517497,-2.5349941680353375e-05,-1.875025586278529e-05
0.201171875,0.001953125,0.0021093830592765917,-2.464998663682053e-05,-2.705080629801313e-05
0.205078125,0.001953125,0.0021658821920267947,-2.4899909883104933e-05,-3.559915504352951e-05
0.208984375,0.001953125,0.0022144679959091784,-2.5399973580001667e-05,-4.4399711827967047e-05
0.212890625,0.001953125,0.0022738968084097164,-2.670006216173801e-05,-5.355029426524305e-05
0.216796875,0.001953125,0.00233672236294249,-2.845029160368604e-05,-6.310094070661528e-05
0.220703125,0.001953125,0.0024143805074644106,-3.12996380963052e-05,-7.314900138249855e-05
0.224609375,0.001953125,0.00247682748479301,-3.334993758435967e-05,-8.374964777267084e-05
0.228515625,0.001953125,0.0025557325782310574,-3.6250120994642216e-05,-9.500037101895864e-05
0.232421875,0.001953125,0.002641195152513327,-3.925042022669707e-05,-0.00010702519739274143
0.236328125,0.001953125,0.002733337525816817,-4.2299843421831903e-05,-0.00011996621102151798
0.240234375,0.001953125,0.002846179933826844,-4.594984193703417e-05,-0.00013394153468306475
0.244140625,0.001953125,0.002936678462606007,-4.7900095956622306e-05,-0.00014907800433846716
0.248046875,0.001953125,0.003046697773606504,-5.0200280493303105e-05,-0.0001655231453389792
0.251953125,0.001953125,0.003161130826167704,-5.2149876857897284e-05,-0.00018342020716744824
0.255859375,0.001953125,0.003278916173860523,-5.3549946596804195e-05,-0.00020291884843063256
0.259765625,0.001953125,0.00341433681297783,-5.464998448726274e-05,-0.000224172210325153
0.263671875,0.001953125,0.003535027635770441,-5.494999093887229e-05,-0.00024735932548593004
0.267578125,0.001953125,0.0036553595888026646,-5.485002944372989e-05,-0.00027265796585817717
0.271484375,0.001953125,0.0037608609390042637,-5.46499721984427e-05,-0.0003002915756513141
0.275390625,0.001953125,0.0038907867196725193,-5.309996067762148e-05,-0.000330445509712755
0.279296875,0.001953125,0.0040032473692029665,-5.174993615118133e-05,-0.00036341231256221414
0.283203125,0.001953125,0.0041016954291063605,-5.045007122538245e-05,-0.0003995208709590379
0.287109375,0.001953125,0.004204096121790576,-4.725002196770246e-05,-0.00043906167521556323
0.291015625,0.001953125,0.004301681283245871,-4.2449942397571736e-05,-0.0004823059525350644
0.294921875,0.001953125,0.004380501120138076,-3.919915811678316e-05,-0.0005298952782657297
